caseid,dAge,dAncstry1,dAncstry2,iAvail,iCitizen,iClass,dDepart,iDisabl1,iDisabl2,iEnglish,iFeb55,iFertil,dHispanic,dHour89,dHours,iImmigr,dIncome1,dIncome2,dIncome3,dIncome4,dIncome5,dIncome6,dIncome7,dIncome8,dIndustry,iKorean,iLang1,iLooking,iMarital,iMay75880,iMeans,iMilitary,iMobility,iMobillim,dOccup,iOthrserv,iPerscare,dPOB,dPoverty,dPwgt1,iRagechld,dRearning,iRelat1,iRelat2,iRemplpar,iRiders,iRlabor,iRownchld,dRpincome,iRPOB,iRrelchld,iRspouse,iRvetserv,iSchool,iSept80,iSex,iSubfam1,iSubfam2,iTmpabsnt,dTravtime,iVietnam,dWeek89,iWork89,iWorklwk,iWWII,iYearsch,iYearwrk,dYrsserv
20778,7,2,1,0,3,7,0,2,2,1,0,3,0,3,0,10,1,0,0,1,0,0,0,0,6,0,1,2,0,0,0,4,1,2,2,0,2,4,2,1,4,2,1,0,0,0,6,0,2,51,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,11,1,0
20779,5,2,1,0,0,6,0,2,2,0,0,1,0,2,2,0,0,1,0,1,0,0,0,0,8,0,2,0,4,0,11,4,2,2,1,0,2,0,2,2,4,2,0,0,0,0,1,0,3,21,0,6,0,1,0,1,0,0,0,0,0,1,1,1,0,14,1,0
20780,7,1,1,4,0,1,0,2,2,0,0,4,0,3,0,0,1,0,0,1,1,0,1,0,9,0,2,1,1,0,0,4,2,2,2,0,2,0,2,0,4,2,0,0,0,0,3,0,3,10,0,3,0,1,0,1,0,0,3,0,0,1,1,2,0,15,2,0
20781,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,3,23,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,12,6,0
20782,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,113,0,0,1,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
20783,5,1,1,0,0,6,2,2,2,0,0,0,0,5,5,0,0,1,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,2,1,0,0,1,1,0,2,23,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,14,1,0
20784,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20785,3,1,2,0,0,1,0,2,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,2,2,4,0,0,4,2,2,2,0,2,0,2,2,4,2,3,0,0,0,6,0,2,23,0,6,0,1,0,1,0,0,3,0,0,2,1,2,0,10,1,0
20786,6,1,2,0,0,6,3,2,2,0,0,0,0,3,3,0,3,1,0,1,0,0,1,0,4,1,2,0,0,0,1,2,1,2,1,0,2,0,2,1,0,5,0,0,0,1,1,0,5,10,0,1,8,1,0,0,0,0,0,3,0,2,1,1,0,14,1,1
20787,5,0,1,0,0,4,3,2,2,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,10,0,2,0,0,0,1,2,1,2,1,0,2,0,2,0,0,5,0,0,0,2,1,0,5,10,0,1,4,1,0,0,0,0,0,2,1,2,1,1,0,15,1,1
20788,3,11,1,0,0,1,1,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,2,0,4,0,1,4,1,2,6,0,2,0,1,1,0,0,2,0,0,2,1,0,0,10,0,6,0,1,0,0,0,0,0,4,0,0,2,1,0,9,1,0
20789,5,1,1,0,3,0,0,2,2,2,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,2,0,0,2,2,2,1,2,0,1,0,0,0,6,0,0,51,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,9,7,0
20790,2,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,2,2,4,0,2,0,223,0,6,1,0,10,1,6,0,2,0,1,0,0,3,0,0,0,2,2,0,7,7,0
20791,7,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,2,1,2,0,0,2,0,2,2,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,5,6,1
20792,4,1,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,3,0
20793,2,11,1,0,0,1,5,2,2,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,8,0,2,0,4,0,10,4,2,2,3,0,2,0,1,0,0,2,0,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,1,0,1,1,1,0,9,1,0
20794,4,2,1,0,0,6,2,2,2,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,0,3,2,1,0,0,2,1,0,2,10,0,1,0,1,0,1,0,0,0,3,0,2,1,0,0,11,1,0
20795,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,221,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
20796,5,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,3,1,0,1,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,14,1,0
20797,6,1,2,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,6,0
20798,7,1,12,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,0,2,2,0,0,0,2,1,1,1,1,1,0,2,1,0,0,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,16,4,2
20799,3,1,1,4,0,1,0,2,2,0,0,2,0,3,0,0,1,0,0,0,0,1,0,0,7,0,2,1,4,0,0,4,2,2,2,0,2,0,2,2,1,2,2,0,0,0,3,0,2,10,0,6,0,1,0,1,2,1,3,0,0,1,1,2,0,6,2,0
20800,4,0,1,0,3,1,2,2,2,3,0,0,0,3,3,4,2,0,0,0,0,0,0,0,9,0,1,0,0,0,1,2,1,2,2,0,2,4,2,2,0,3,4,0,0,1,1,0,3,51,0,2,4,1,0,0,0,0,0,5,1,1,1,0,0,11,1,1
20801,3,1,3,0,0,1,3,2,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,1,2,6,0,2,0,2,1,4,2,2,0,0,1,1,0,2,10,0,6,0,1,0,1,0,0,0,2,0,1,1,1,0,10,1,0
20802,6,1,1,0,0,1,0,2,2,0,0,3,0,3,0,0,2,0,0,1,0,0,0,0,4,0,2,2,1,0,0,4,1,2,2,0,2,0,2,2,4,3,0,0,0,0,6,0,3,10,0,3,0,1,0,1,0,0,3,0,0,2,1,2,0,10,2,0
20803,4,1,1,0,0,1,3,2,2,0,0,0,0,5,5,0,2,0,0,1,0,0,0,0,5,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,0,3,0,0,0,1,1,0,3,22,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,10,1,0
20804,4,1,1,0,0,1,1,1,2,0,0,0,0,5,5,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,1,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,3,0,1,1,1,0,10,1,0
20805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20806,4,1,1,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,2,0,1,0,0,0,6,0,0,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
20807,5,11,1,0,0,4,3,2,2,0,0,4,0,2,2,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,2,2,1,0,0,2,1,0,2,23,0,1,0,1,0,1,0,0,0,2,0,1,1,1,0,11,1,0
20808,3,1,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,0,2,2,4,0,0,4,2,2,2,0,2,0,2,1,4,0,0,0,0,0,6,0,2,22,0,6,0,3,0,1,0,0,3,0,0,0,2,2,0,14,4,0
20809,7,11,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,1,0,0,1,0,0,2,4,0,12,0,0,0,6,0,0,10,0,2,0,1,0,1,0,0,3,0,0,0,2,2,0,6,7,0
20810,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,6,0,0,0,0,0,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
20811,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20812,5,1,1,0,0,1,4,2,2,0,0,3,0,3,3,0,3,0,0,1,0,0,0,0,8,0,2,0,2,0,1,4,2,2,1,0,2,0,2,2,4,4,0,0,0,1,1,0,4,24,0,4,0,1,0,1,0,0,0,3,0,1,1,1,0,10,1,0
20813,3,1,2,0,0,5,5,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,10,0,2,0,4,0,1,4,1,2,4,0,2,0,2,0,0,2,2,0,0,4,1,0,2,10,0,6,0,1,0,0,0,0,0,2,0,1,1,1,0,11,1,0
20814,6,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,4,0,2,0,4,0,1,2,1,2,1,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,6,10,1,0,0,0,0,0,5,0,2,1,1,1,10,1,1
20815,7,1,2,0,0,1,3,2,2,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,4,0,2,0,1,0,1,4,1,2,6,0,2,0,2,3,4,2,0,0,0,2,1,0,3,22,0,3,0,1,0,1,0,0,0,4,0,1,1,1,0,11,1,0
20816,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,1,2,2,0,0,3,0,112,0,0,1,0,33,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
20817,3,1,1,0,0,1,4,2,2,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,7,0,2,0,2,0,1,4,2,2,1,0,2,0,2,0,0,2,11,0,0,1,1,0,2,10,0,4,0,2,0,0,0,0,0,1,0,2,1,1,0,11,1,0
20818,6,1,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,4,22,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
20819,5,1,3,0,0,2,3,2,2,0,0,1,0,2,2,0,3,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,1,2,1,0,2,0,2,1,4,4,0,0,0,1,1,0,4,10,0,4,0,1,0,1,0,0,0,3,0,1,1,1,0,14,1,0
20820,5,1,1,0,0,1,3,2,2,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,3,0,2,0,2,0,1,2,2,2,6,0,2,0,2,1,0,2,0,0,0,2,1,0,2,10,0,4,4,1,0,0,0,0,0,5,1,1,1,1,0,11,1,1
20821,6,2,12,0,0,0,0,1,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,0,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,8,6,0
20822,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,0,0,3,0,221,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20823,3,1,1,0,0,1,0,2,2,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,1,2,5,0,2,0,2,1,0,2,0,0,0,0,6,0,2,23,0,1,0,3,0,0,0,0,3,0,0,1,1,2,0,11,2,0
20824,3,1,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,4,0,0,4,2,2,1,0,2,0,1,1,0,0,9,0,0,0,6,0,0,22,0,6,0,3,0,0,0,0,3,0,0,0,2,2,0,14,3,0
20825,6,3,1,0,0,4,3,2,2,2,0,9,0,1,1,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,4,1,2,3,0,2,0,2,1,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,5,1,0
20826,4,1,1,0,0,5,2,2,2,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,11,0,2,0,0,1,1,1,2,2,2,0,2,0,2,2,0,3,0,0,0,1,4,0,3,24,0,1,4,1,1,0,0,0,0,1,1,2,1,1,0,10,1,2
20827,7,3,4,0,3,1,0,2,2,4,0,0,0,0,0,10,0,0,0,0,1,0,0,0,9,0,1,2,0,0,0,4,1,2,4,0,2,4,2,1,0,0,0,0,0,0,6,0,2,51,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,1,4,0
20828,5,1,1,0,0,1,3,2,2,0,0,3,0,1,1,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,3,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,15,1,0
20829,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,113,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0
20830,5,3,1,0,4,1,3,2,2,4,0,7,4,5,5,7,1,0,0,0,0,0,0,0,8,0,1,0,0,0,1,4,1,2,3,0,2,4,2,1,2,2,1,0,0,1,1,0,2,52,0,1,0,1,0,1,0,0,0,4,0,2,1,1,0,8,1,0
20831,3,11,1,0,0,5,2,2,2,0,0,2,0,5,3,0,1,0,0,0,0,0,0,0,11,0,2,0,4,0,12,1,2,2,6,0,2,0,0,2,4,2,13,0,0,0,4,0,2,23,0,6,1,1,1,1,0,0,0,1,0,1,1,1,0,12,1,2
20832,7,6,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,0,2,2,0,0,0,2,2,2,2,0,2,0,2,1,0,0,0,0,0,0,6,0,3,21,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,15,4,1
20833,4,1,1,0,0,1,1,2,2,0,0,0,0,3,3,0,3,0,1,0,0,0,0,0,8,0,2,0,2,0,1,4,2,2,6,0,2,0,2,1,0,4,0,0,0,2,1,0,4,10,0,4,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
20834,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,2,4,0,2,0,111,0,0,1,2,22,1,6,0,2,0,1,0,0,0,0,0,0,0,1,0,5,0,0
20835,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
20836,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,3,0,133,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
20837,7,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,0,0,4,1,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,2,10,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,14,5,0
20838,6,1,2,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,1,0,0,0,0,0,0,6,0,2,23,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,10,4,0
20839,3,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,2,4,2,2,2,0,2,0,2,1,4,3,0,0,0,0,1,0,3,10,0,6,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
20840,5,1,2,0,0,1,2,2,2,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,7,0,2,0,0,0,1,3,1,2,2,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
20841,7,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,4,2,2,0,0,2,0,2,1,4,0,5,0,0,0,6,0,3,24,0,3,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
20842,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
20843,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,223,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
20844,2,11,1,0,0,1,5,2,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,9,4,2,2,6,0,2,0,1,1,0,2,7,3,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,5,0,1,1,1,0,8,1,0
20845,4,3,1,0,0,1,3,2,2,0,0,3,9,2,2,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,2,4,1,0,0,1,1,0,4,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,14,1,0
20846,4,1,3,0,0,3,3,2,2,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,9,0,2,0,4,0,1,4,1,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,6,0,2,0,0,0,0,0,6,0,1,1,1,0,14,1,0
20847,4,1,2,0,0,3,2,2,2,0,0,3,0,3,4,0,3,0,0,1,0,0,0,0,9,0,2,0,3,0,1,4,2,2,2,0,2,0,2,2,2,4,0,0,0,1,1,0,4,23,0,5,0,1,0,1,0,0,0,4,0,2,1,1,0,12,1,0
20848,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,4,0,2,0,111,0,0,1,2,10,1,6,0,2,0,1,0,0,0,0,0,0,0,2,0,5,0,0
20849,6,0,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,1,0,1,1,3,1,2,0,2,0,0,2,2,2,2,0,2,0,2,1,0,2,5,0,0,0,6,0,3,23,0,4,8,1,0,0,0,0,0,0,0,1,1,0,0,11,2,1
20850,4,1,1,0,0,1,3,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,1,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,2,2,1,0,0,1,1,0,3,22,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,12,1,0
20851,2,11,1,0,0,1,5,2,2,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,2,4,2,2,2,0,2,0,2,2,1,2,3,0,111,0,1,1,2,10,1,6,0,2,0,1,2,1,0,5,0,1,1,1,0,7,1,0
20852,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,3,4,0,2,0,134,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
20853,5,1,2,0,0,6,4,2,2,0,0,0,0,5,5,0,3,1,0,1,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,2,0,5,0,0,0,1,1,0,5,10,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,16,1,0
20854,5,1,1,0,0,1,2,2,2,0,1,0,0,3,3,0,3,0,0,1,0,0,1,1,8,0,2,0,0,1,1,2,2,2,1,0,2,0,2,2,0,4,0,0,0,1,1,0,4,23,0,1,4,1,1,0,0,0,0,5,1,2,1,1,0,13,1,2
20855,6,11,1,0,0,1,5,2,2,0,1,0,0,3,3,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,2,2,2,2,0,2,0,2,2,0,4,0,0,0,1,1,0,4,23,0,2,7,1,0,0,0,0,0,4,0,2,1,1,0,14,1,1
20856,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
20857,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,2,1,0,0,2,0,112,0,0,1,0,10,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0
20858,5,1,1,0,0,3,2,2,2,0,0,3,0,3,3,0,1,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,3,0,2,0,2,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,0,0,11,1,0
20859,3,1,3,0,0,1,2,2,2,0,0,2,0,2,2,0,1,0,0,1,0,0,0,0,8,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,1,2,0,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,11,1,0
20860,6,1,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8,0,2,2,0,0,0,2,2,2,6,0,2,0,2,1,0,0,0,0,0,0,6,0,3,22,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,15,3,1
20861,3,9,1,0,3,1,4,2,2,1,0,1,0,2,2,6,1,0,0,1,0,0,0,0,8,0,1,0,4,0,1,4,2,2,1,0,2,3,2,2,4,2,0,0,0,1,1,0,2,51,0,6,0,1,0,1,0,0,0,3,0,1,1,1,0,14,1,0
20862,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20863,4,11,1,0,0,1,2,2,2,0,0,2,0,3,3,0,2,0,0,0,0,0,0,0,8,0,2,0,4,1,1,2,1,2,3,0,2,0,2,1,1,3,0,0,0,1,1,0,3,10,0,6,2,1,0,1,0,0,0,3,0,2,1,1,0,10,1,1
20864,3,1,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,1,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,14,3,0
20865,7,1,3,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,3,21,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
20866,4,1,1,0,0,1,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,9,0,2,0,4,0,1,4,2,2,2,0,2,0,2,1,0,3,10,0,0,2,1,0,3,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,14,1,0
20867,4,1,1,0,4,1,2,2,2,3,0,0,0,5,3,1,3,0,0,0,0,0,0,0,4,0,1,0,0,0,1,4,2,2,1,0,2,2,2,2,0,4,0,0,0,3,1,0,4,52,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,11,1,0
20868,5,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,4,2,2,0,0,2,0,1,1,4,0,0,0,0,0,6,0,0,22,0,6,0,1,0,1,0,0,3,0,0,0,2,2,0,11,5,0
20869,3,1,2,0,0,1,0,2,2,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,2,2,3,0,2,0,2,0,3,3,1,0,0,0,6,0,3,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,9,1,0
20870,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,211,0,0,1,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,0,0
20871,6,1,2,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,23,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,7,6,0
20872,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,22,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
20873,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,222,0,0,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20874,7,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,2,1,0,0,1,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,6,6,0
